"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
9967, 3.282993379940000e-01, -1.128879054230000e-03, 4.724369258654157e+05, -6.327757717886892e-01, -2.620743293853270e-04, -2.442669348366926e-05
9965, 3.291747838210000e-01, -1.047108919440000e-03, 4.722210247901297e+05, -6.335910884701814e-01, -3.045521063178341e-04, -2.716723004247317e-05
9963, 3.300514678210000e-01, -9.725822725399999e-04, 4.722607865682249e+05, -6.334409343270219e-01, -2.994212440088819e-04, -2.751027851737279e-05
9960, 3.309275855580000e-01, -8.860646884930000e-04, 4.721936726279353e+05, -6.336943796375945e-01, -2.964253519281405e-04, -3.400919949107074e-05
9956, 3.318010397290000e-01, -7.718520055230000e-04, 4.718454454358129e+05, -6.350094052265621e-01, -3.016284447133926e-04, -4.410632677367867e-05
9954, 3.326711546370000e-01, -6.311072105140000e-04, 4.714200581165293e+05, -6.366158139813491e-01, -3.305061868663609e-04, -5.359854090366037e-05
9952, 3.335416288700000e-01, -4.895788076900000e-04, 4.714062002845126e+05, -6.366681459190087e-01, -3.388802712430458e-04, -5.565313752499738e-05
9950, 3.344120730240000e-01, -3.452021914460000e-04, 4.715247853691230e+05, -6.362203278730310e-01, -3.460646774448743e-04, -6.309569946301957e-05
9948, 3.352778300570000e-01, -1.730286497510000e-04, 4.712179799615048e+05, -6.373789305639713e-01, -3.342099419708249e-04, -7.340024134149140e-05
9946, 3.361364430790000e-01, 3.350939760090000e-05, 4.706489742869029e+05, -6.395276916007208e-01, -3.419814973221170e-04, -8.473787003856486e-05
9944, 3.369925424030000e-01, 2.518512723110000e-04, 4.705696841395517e+05, -6.398271184550235e-01, -3.937078479328378e-04, -9.954728675037254e-05
9940, 3.378498487930000e-01, 4.667364486410000e-04, 4.707345481274664e+05, -6.392045353606770e-01, -3.889236123267014e-04, -1.040059132482624e-04
9938, 3.387002109640000e-01, 7.085158269510000e-04, 4.704005263325258e+05, -6.404659164864377e-01, -3.722755705262150e-04, -1.136156308419322e-04
9936, 3.395409446820000e-01, 9.828458618139999e-04, 4.698256194672923e+05, -6.426369624476890e-01, -3.772032596191951e-04, -1.265444854936809e-04
9934, 3.403772865040000e-01, 1.271142622800000e-03, 4.696517182524551e+05, -6.432936732176596e-01, -4.350716790007368e-04, -1.488976049652024e-04
9930, 3.412150928630000e-01, 1.555801231100000e-03, 4.697920606260230e+05, -6.427636921689843e-01, -4.306318498601005e-04, -1.522654690459515e-04
9831, 3.420457468970000e-01, 1.861087152930000e-03, 4.695136000352183e+05, -6.438152550874212e-01, -4.172816841715664e-04, -1.613056731087330e-04
9825, 3.428659218890000e-01, 2.193950705010000e-03, 4.689849761411558e+05, -6.458115206386408e-01, -4.220612636452542e-04, -1.748736581326918e-04
9817, 3.436813125740000e-01, 2.538755012290000e-03, 4.688116048587472e+05, -6.464662302015843e-01, -4.738540136897302e-04, -1.993760149753285e-04
9811, 3.444980199180000e-01, 2.880662628240000e-03, 4.689634600099403e+05, -6.458927729468008e-01, -4.698877941671756e-04, -2.025508058417691e-04
9807, 3.453073782790000e-01, 3.239690263190000e-03, 4.687171280372833e+05, -6.468230071581228e-01, -4.585552411226690e-04, -2.112120774226128e-04
9803, 3.461063171840000e-01, 3.621449726940000e-03, 4.682611397662994e+05, -6.485449756263466e-01, -4.594615939445152e-04, -2.230909629988563e-04
9797, 3.469004339150000e-01, 4.013196298580000e-03, 4.680440538249579e+05, -6.493647667693909e-01, -5.234546104365803e-04, -2.564779253792869e-04
9769, 3.476966225480000e-01, 4.400654288990000e-03, 4.683441660710042e+05, -6.482314397574822e-01, -5.178605886495312e-04, -2.549678273992954e-04
